9816,8c586067-c8cd-f50a-450c-d74ae5d72692,2024/08/13 11:23,10.31.145.197,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/127.0.0.0 safari/537.36",法人利用,無い（診断結果を見たことが無い）,いいえ,法人用Webサイト,,診断結果を見ていないため分からない,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,ご自身のWebサイトのセキュリティ状況を確認するため,セキュリティ状況が一目で分かること,利用したい,月に1回,0,いいえ,見てみないとわからない。
11293,9b6a3735-484f-6918-4c22-741992899fa5,2024/08/18 23:12,10.31.145.197,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/127.0.0.0 safari/537.36",個人利用,無い（診断結果を見たことが無い）,いいえ,個人用Webサイト,,診断結果を見ていないため分からない,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,「無料」だったため,診断結果を見ていないため分からない,どちらかと言えば利用したい,月に1回,500,いいえ,グラフを使って統計をとる
10387,c2837885-d404-e7a8-8d7f-6c02e6c58a12,2024/08/15 12:16,10.31.145.197,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/127.0.0.0 safari/537.36 edg/127.0.0.0",法人利用,無い（診断結果を見たことが無い）,いいえ,法人用Webサイト,セキュリティにかけられるコストが無い,満足,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,ご自身のWebサイトのセキュリティ状況を確認するため,セキュリティ状況が一目で分かること,,月に1回,500,いいえ,ないです
12720,c68f3296-520a-a315-ae8b-f2fc94d69e90,2024/08/21 12:14,10.31.145.104,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/127.0.0.0 safari/537.36 edg/127.0.0.0",法人利用,無い（診断結果を見たことが無い）,いいえ,法人用Webサイト,スパムメールが毎日何件も届き困っている,,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,ご自身のWebサイトのセキュリティ状況を確認するため,同時に対策ができること,利用したい,週に1回,100,いいえ,"診断からブロックまで一貫して無料で誘導し対策してほしい。
毎日スパムメールが届き重要なメールが見落とすこともある。"
13512,632e9eef-4d04-f6f1-60fc-119323388540,2024/08/22 05:16,10.31.145.185,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/127.0.0.0 safari/537.36",個人利用,無い（診断結果を見たことが無い）,いいえ,個人用Webサイト,セキュリティにかけられるコストが無い,満足,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,ご自身のWebサイトのセキュリティ状況を確認するため,セキュリティ状況が一目で分かること,利用したい,,100円,いいえ,本当に有効なものなのか伝わってはいない
18372,543c30ad-3416-6332-ca95-e553ca961f43,2024/08/30 13:25,10.31.145.167,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36 edg/128.0.0.0",法人利用,無い（診断結果を見たことが無い）,いいえ,個人用Webサイト,,診断結果を見ていないため分からない,お名前.comから届いた回答依頼メールから,お名前.comから届くメールマガジンから,ご自身のWebサイトのセキュリティ状況を確認するため,セキュリティ状況が一目で分かること,どちらかと言えば利用したい,月に1回,０,いいえ,特にありません
18818,b79564ba-776d-557e-c7b6-b13c4a110b13,2024/08/31 08:39,10.31.145.222,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36 edg/128.0.0.0",法人利用,無い（診断結果を見たことが無い）,いいえ,"個人用Webサイト,法人用Webサイト",,診断結果を見ていないため分からない,お名前.comから届いた回答依頼メールから,お名前.comから届くメールマガジンから,「無料」だったため,セキュリティ状況が一目で分かること,利用したい,月に1回,１回/月　レベルは無料。　　　　１回/週　レベルなら　100円/週　　１回/１日　レベルなら,はい,特に思いつきません
16592,a00da95c-cbd8-af77-bf89-4a146892107d,2024/08/27 19:03,10.31.145.230,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/127.0.0.0 safari/537.36",法人利用,3回以上,いいえ,法人用Webサイト,セキュリティ担当者がいない（もしくは足りない）,あまり満足していない,診断結果が契約されたメールから,お名前.comから届くメールマガジンから,「無料」だったため,セキュリティ状況が一目で分かること,利用したい,分からない,test,いいえ,test
17889,2b7ecb73-65bd-12ab-6f51-eeb31a69a72e,2024/08/29 17:42,10.31.145.125,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36",法人利用,無い（診断結果を見たことが無い）,いいえ,法人用Webサイト,セキュリティについてよく分からない,診断結果を見ていないため分からない,お名前.comから届いた回答依頼メールから,お名前.comから届くメールマガジンから,,診断結果を見ていないため分からない,どちらかと言えば利用したい,月に1回,300,はい,初めて診断するため、診断結果を見ないと何とも言えませんので、結果見て、次回改善点があればお伝えしたいと思います。
18410,039443a1-5bc8-8053-c1c0-f08b2e890662,2024/08/30 14:21,10.31.145.167,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36",個人利用,1回,いいえ,"個人用Webサイト,ブログ",セキュリティにかけられる時間が無い,診断結果を見ていないため分からない,診断後に表示されるポップアップから,,ご自身のWebサイトのセキュリティ状況を確認するため,対策方法が記載されていること,利用したい,週に1回,20,いいえ,"【複数回ご利用のお客様向け】ネットde診断に関するアンケート＜所要時間：3分>
のQ15.ネットde診断をより良くするための改善点を教えてください。（任意）で任意と書いてあるのに必須という矛盾になっていること（笑）"
18778,d3ff111b-f7c8-8821-c301-0165a7d28af4,2024/08/31 05:56,10.31.145.222,"mozilla/5.0 (iphone; cpu iphone os 17_4_1 like mac os x) applewebkit/605.1.15 (khtml, like gecko) version/17.4.1 mobile/15e148 safari/604.1",個人利用,無い（診断結果を見たことが無い）,いいえ,個人用Webサイト,,診断結果を見ていないため分からない,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,とりあえず試してみようと思ったため,簡単で始めやすいこと,どちらかと言えば利用したい,分からない,0,いいえ,？
17914,8c047b75-56b6-e3f5-090d-ff588e766d93,2024/08/29 18:29,10.31.145.125,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36",法人利用,1回,いいえ,ECサイト,セキュリティにかけられる時間が無い,満足,お名前.comから届いた回答依頼メールから,,とりあえず試してみようと思ったため,セキュリティ状況が一目で分かること,どちらかと言えば利用したい,月に1回,3,いいえ,とくになし
19322,087746e2-eaca-46ca-86ca-5d34a795748f,2024/09/01 06:48,10.31.145.108,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36 edg/128.0.0.0",個人利用,無い（診断結果を見たことが無い）,いいえ,個人用Webサイト,,満足,診断後に表示されるポップアップから,お名前.comから届くメールマガジンから,ご自身のWebサイトのセキュリティ状況を確認するため,簡単で始めやすいこと,分からない,月に1回,100,いいえ,わかりやすい対策指示
17897,63cc71dd-dd7e-e903-9978-fe71851937a7,2024/08/29 17:54,10.31.145.167,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36",法人利用,無い（診断結果を見たことが無い）,はい,"法人用Webサイト,ECサイト",,満足,診断後に表示されるポップアップから,お名前.comから届くメールマガジンから,とりあえず試してみようと思ったため,セキュリティ状況が一目で分かること,どちらかと言えば利用したい,月に1回,3,いいえ,はじめてなのでわからない
18106,684bb36b-47dd-23e2-2563-2cdc37a55f47,2024/08/30 00:19,10.31.145.125,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36",法人利用,無い（診断結果を見たことが無い）,いいえ,法人用Webサイト,,診断結果を見ていないため分からない,診断前のポップアップ,お名前.comから届くメールマガジンから,とりあえず試してみようと思ったため,簡単で始めやすいこと,どちらかと言えば利用したい,分からない,無料,はい,まだ利用していないので、不明。
18240,d551b95d-6c7b-cfb2-8414-169020933395,2024/08/30 11:00,10.31.145.167,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36",個人利用,無い（診断結果を見たことが無い）,いいえ,,"セキュリティにかけられる時間が無い,セキュリティにかけられるコストが無い,セキュリティ担当者がいない（もしくは足りない）",診断結果を見ていないため分からない,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,とりあえず試してみようと思ったため,診断結果を見ていないため分からない,どちらかと言えば利用したい,週に1回,10,はい,特になし
19660,af05a5dd-d232-7215-1944-78cbcb8042eb,2024/09/01 17:50,10.31.145.108,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36",法人利用,無い（診断結果を見たことが無い）,いいえ,まだやっていないので、よくわかりません。,,診断結果を見ていないため分からない,まだやっていないので、よくわかりません。,まだやっていないので、よくわかりません。,まだやっていないので、よくわかりません。,まだやっていないので、よくわかりません。,分からない,まだやっていないので、よくわかりません。,まだやっていないので、よくわかりません。,いいえ,"まだやっていないので、よくわかりません。
"
23445,1198d3ca-8826-4f9e-8ae2-fdb32db01ba5,2024/09/09 09:16,10.31.145.219,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36 edg/128.0.0.0",法人利用,無い（診断結果を見たことが無い）,いいえ,"法人用Webサイト,ECサイト",,満足,お名前.comから届いた回答依頼メールから,「お名前.com Navi」に表示されるポップアップ誘導から,とりあえず試してみようと思ったため,簡単で始めやすいこと,利用したい,月に1回,500,いいえ,分からない
20085,fc7021c0-df83-ae6a-f308-8760f80ddb31,2024/09/02 11:09,10.31.145.222,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36",法人利用,無い（診断結果を見たことが無い）,いいえ,"法人用Webサイト,メール設定",セキュリティ担当者がいない（もしくは足りない）,診断結果を見ていないため分からない,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,とりあえず試してみようと思ったため,診断結果を見ていないため分からない,,分からない,100,いいえ,"Q15
任意とありながら「必須」とあるのはおかしいのでは。"
21422,91a31ba0-2bb6-f897-994a-e40dd2a39946,2024/09/04 13:19,10.31.145.216,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36",個人利用,無い（診断結果を見たことが無い）,いいえ,個人用Webサイト,,診断結果を見ていないため分からない,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,とりあえず試してみようと思ったため,セキュリティ状況が一目で分かること,利用したい,分からない,0,いいえ,なし
24136,50528093-715b-d555-21a4-6292be4ca0de,2024/09/10 11:13,10.31.145.203,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36",個人利用,無い（診断結果を見たことが無い）,いいえ,個人用Webサイト,,診断結果を見ていないため分からない,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,ご自身のWebサイトのセキュリティ状況を確認するため,簡単で始めやすいこと,分からない,分からない,100,いいえ,今の所わからない。
25157,431be7a4-9005-6d75-53c7-c2c60f9d5081,2024/09/12 20:25,10.31.145.187,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/605.1.15 (khtml, like gecko) version/17.6 safari/605.1.15",個人利用,無い（診断結果を見たことが無い）,いいえ,個人用Webサイト,セキュリティにかけられるコストが無い,,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,ご自身のWebサイトのセキュリティ状況を確認するため,最短数分で診断が終わること,利用したい,分からない,100,いいえ,初めてなのでわからない
26750,d9f9c372-2dec-2957-8073-65983bafbdd0,2024/09/17 09:33,10.31.145.187,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36",法人利用,無い（診断結果を見たことが無い）,いいえ,法人用Webサイト,,診断結果を見ていないため分からない,診断後に表示されるポップアップから,「ネットde診断」の特設ページ(LP)から,ドメインメールの送受信ができない為。,診断結果を見ていないため分からない,分からない,分からない,0,いいえ,初めて使用して、結果を受け取っていないのでわかりません。
23845,c0bdbb82-c15c-f79a-ab72-4e09f390a123,2024/09/09 19:05,10.31.145.203,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36",個人利用,無い（診断結果を見たことが無い）,いいえ,個人用Webサイト,セキュリティについてよく分からない,満足,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,ご自身のWebサイトのセキュリティ状況を確認するため,簡単で始めやすいこと,,月に1回,0,はい,わかりません。
26217,362023f6-afc6-de23-774b-42cc4cba0f7d,2024/09/15 19:13,10.31.145.187,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36",個人利用,無い（診断結果を見たことが無い）,いいえ,個人用Webサイト,,診断結果を見ていないため分からない,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,ご自身のWebサイトのセキュリティ状況を確認するため,診断結果を見ていないため分からない,分からない,分からない,まだわからない,いいえ,初めてなのでわからない
24921,0d47e77d-0908-d17d-3cbc-f3bd6788d775,2024/09/12 11:33,10.31.145.74,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36",個人利用,無い（診断結果を見たことが無い）,いいえ,個人用Webサイト,"セキュリティにかけられる時間が無い,セキュリティにかけられるコストが無い",大変満足,診断後に表示されるポップアップから,,とりあえず試してみようと思ったため,セキュリティ状況が一目で分かること,利用したい,分からない,100,いいえ,とくになし
29902,906228a1-66b0-4e91-3de4-d4041ee6121b,2024/09/22 11:54,10.31.145.240,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36",個人利用,無い（診断結果を見たことが無い）,いいえ,個人用Webサイト,,診断結果を見ていないため分からない,お名前.comから届いた回答依頼メールから,「お名前.com Navi」に表示されるポップアップ誘導から,「簡単」との表記があったため,簡単で始めやすいこと,利用したい,月に1回,まだ、診断結果をしていないので不明,いいえ,まだ、診断結果を見ていないので不明
30229,fc29a44f-d640-a494-e09c-52da7c1c422b,2024/09/23 10:41,10.31.145.154,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/129.0.0.0 safari/537.36",個人利用,無い（診断結果を見たことが無い）,いいえ,個人用Webサイト,セキュリティについてよく分からない,,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,とりあえず試してみようと思ったため,セキュリティ状況が一目で分かること,利用したい,月に1回,100,いいえ,?
31968,d2d6fd55-d3cf-588a-6215-5afcf67f861f,2024/09/26 16:13,10.31.145.164,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/129.0.0.0 safari/537.36",法人利用,3回以上,はい,法人用Webサイト,,大変満足,診断後に表示されるポップアップから,「ネットde診断」の特設ページ(LP)から,とりあえず試してみようと思ったため,簡単で始めやすいこと,どちらかと言えば利用したい,分からない,1000,いいえ,特にございません
32872,57d26d10-3758-083a-b036-48b8f227c07f,2024/09/28 09:31,10.31.145.252,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/129.0.0.0 safari/537.36",法人利用,5回以上,いいえ,個人用Webサイト,セキュリティ担当者がいない（もしくは足りない）,あまり満足していない,お名前.comから届いた回答依頼メールから,「お名前.com Navi」に表示されるポップアップ誘導から,「簡単」との表記があったため,対策方法が記載されていること,,毎日,100,いいえ,分からない
34284,001f18cc-f56a-8485-b434-ab5f864c274c,2024/10/01 08:06,10.31.145.252,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/129.0.0.0 safari/537.36",個人利用,1回,いいえ,,"セキュリティにかけられるコストが無い,セキュリティ担当者がいない（もしくは足りない）",大変満足,診断後に表示されるポップアップから,「お名前.com レンタルサーバー」のコントロールパネルから,ご自身のWebサイトのセキュリティ状況を確認するため,セキュリティ状況が一目で分かること,利用したい,月に1回,100円,いいえ,対策方法をもっと具体的に知りたい。
33066,6a9c5813-b879-1a44-c67b-76603bbe8fe1,2024/09/28 19:04,10.31.145.164,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/129.0.0.0 safari/537.36",法人利用,無い（診断結果を見たことが無い）,いいえ,法人用Webサイト,,満足,お名前.comから届いた回答依頼メールから,「お名前.com Navi」に表示されるポップアップ誘導から,「無料」だったため,セキュリティ状況が一目で分かること,利用したい,分からない,100,はい,わかりません
35388,27652ac0-64ef-fde2-a9cd-79855a450375,2024/10/02 18:23,10.31.145.138,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/129.0.0.0 safari/537.36 edg/129.0.0.0",法人利用,1回,いいえ,法人用Webサイト,"セキュリティにかけられる時間が無い,セキュリティにかけられるコストが無い,セキュリティについてよく分からない",満足,診断後に表示されるポップアップから,お名前.comから届くメールマガジンから,,セキュリティ状況が一目で分かること,利用したい,月に1回,1000,いいえ,診断結果から改善方法を解り易く解説して頂けると助かります。
33339,71959b66-79c3-5d2e-49a8-aac9a6651e22,2024/09/29 16:41,10.31.145.164,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/129.0.0.0 safari/537.36 edg/129.0.0.0",法人利用,無い（診断結果を見たことが無い）,いいえ,法人用Webサイト,セキュリティにかけられる時間が無い,満足,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,ご自身のWebサイトのセキュリティ状況を確認するため,セキュリティ状況が一目で分かること,利用したい,,0,いいえ,思案中
39594,06098546-d486-5fe0-2795-a0ab5c0b079d,2024/10/12 17:29,10.32.130.60,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/128.0.0.0 safari/537.36 opr/114.0.0.0",法人利用,無い（診断結果を見たことが無い）,いいえ,"法人用Webサイト,ブログ","セキュリティにかけられる時間が無い,セキュリティにかけられるコストが無い",満足,診断後に表示されるポップアップから,「お名前.com レンタルサーバー」のコントロールパネルから,「無料」だったため,簡単で始めやすいこと,利用したい,月に1回,0,はい,現状で良好と見ております
39723,9c132a10-0ff8-57e9-bf8e-9d5ad617b835,2024/10/13 05:41,10.32.130.60,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/129.0.0.0 safari/537.36",個人利用,無い（診断結果を見たことが無い）,いいえ,個人用Webサイト,セキュリティにかけられる時間が無い,診断結果を見ていないため分からない,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,とりあえず試してみようと思ったため,簡単で始めやすいこと,分からない,分からない,100,いいえ,まだ使っていないので
37081,91aaf53d-8ec2-f489-c524-a72cf00302b9,2024/10/06 18:11,10.31.145.238,"mozilla/5.0 (macintosh; intel mac os x 10_15_7) applewebkit/537.36 (khtml, like gecko) chrome/129.0.0.0 safari/537.36",個人利用,1回,いいえ,個人用Webサイト,セキュリティにかけられるコストが無い,,診断後に表示されるポップアップから,お名前.comから届くメールマガジンから,ご自身のWebサイトのセキュリティ状況を確認するため,対策方法が記載されていること,利用したい,週に1回,0.1,はい,異常を検知したときの速報と対策方法の告知
39057,23ca2b4e-528f-bee2-5ab3-0a7f42dd4bc4,2024/10/11 04:43,10.32.130.60,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/129.0.0.0 safari/537.36",,3回以上,はい,法人用Webサイト,セキュリティにかけられる時間が無い,大変満足,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,ご自身のWebサイトのセキュリティ状況を確認するため,セキュリティ状況が一目で分かること,利用したい,月に1回,100,いいえ,できる事なら無料を続けてほしい
40068,d59cc6ab-9e1b-89c7-cebb-dde8758b29ed,2024/10/14 12:58,10.32.130.60,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/129.0.0.0 safari/537.36",法人利用,無い（診断結果を見たことが無い）,はい,利用してない,セキュリティ担当者がいない（もしくは足りない）,,診断後に表示されるポップアップから,お名前.comから届くメールマガジンから,「無料」だったため,簡単で始めやすいこと,分からない,分からない,0,いいえ,よくわかりません。
41816,ed176cec-08a7-0d79-111e-22ef9c760779,2024/10/17 17:25,10.32.129.248,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/129.0.0.0 safari/537.36",個人利用,無い（診断結果を見たことが無い）,いいえ,個人用Webサイト,セキュリティにかけられる時間が無い,診断結果を見ていないため分からない,診断後に表示されるポップアップから,「お名前.com レンタルサーバー」のコントロールパネルから,「無料」だったため,診断結果を見ていないため分からない,利用したい,,500,いいえ,"トップページや各種サイトなどで広く告知し、そのメリットや操作方法などを広めるなどしたほうがよい
"
40918,af027b17-589b-5a4b-b6cc-d717ae9a5bd7,2024/10/16 09:42,10.32.130.25,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/129.0.0.0 safari/537.36",個人利用,無い（診断結果を見たことが無い）,いいえ,個人用Webサイト,,診断結果を見ていないため分からない,診断後に表示されるポップアップから,「お名前.com Navi」に表示されるポップアップ誘導から,ご自身のWebサイトのセキュリティ状況を確認するため,診断結果を見ていないため分からない,利用したい,週に1回,0,いいえ,まだ結果を見ていないので不明
